tau,S_central,p_low,p_high,rows_low,rows_high,denominator_weight,local_slope,normalized_weight,run,protocol,n
6,1,0.25,0.34000000000000002,196,343,692.10320284697536,-0.014512693101451563,0.011104832482954784,primary,random_pauli,32
6,1,0.26000000000000001,0.27000000000000002,228,254,7.3604473817997071,0.035447425813650867,0.00011809876740674598,primary,random_pauli,32
6,1,0.26000000000000001,0.28000000000000003,228,311,36.048805287239524,0.019298540086387466,0.00057840498682674036,primary,random_pauli,32
6,1,0.26000000000000001,0.29999999999999999,228,325,150.68632435180461,-0.0072740651094845192,0.0024177700413979424,primary,random_pauli,32
6,1,0.26000000000000001,0.34000000000000002,228,343,636.12811387900376,-0.010481720983840327,0.010206709220916868,primary,random_pauli,32
6,1,0.27000000000000002,0.28000000000000003,254,311,10.039908490086443,0.0031496543591240629,0.00016109086255920176,primary,random_pauli,32
6,1,0.27000000000000002,0.29999999999999999,254,325,94.426792069140632,-0.021514562083863008,0.0015150828713365384,primary,random_pauli,32
6,1,0.27000000000000002,0.34000000000000002,254,343,542.57473309608554,-0.017043027669196218,0.0087056402798472675,primary,random_pauli,32
6,1,0.28000000000000003,0.29999999999999999,311,325,51.385358413827966,-0.033846670305356576,0.00082448079262583123,primary,random_pauli,32
6,1,0.28000000000000003,0.34000000000000002,311,343,488.08185053380788,-0.020408474673916266,0.0078312990979567728,primary,random_pauli,32
6,1,0.29999999999999999,0.34000000000000002,325,343,226.69039145907513,-0.01368937685819613,0.0036372593166644589,primary,random_pauli,32
6,2,0.20000000000000001,0.22,146,232,16.091211401425156,-0.047662512817812697,0.00025818433771956841,primary,random_pauli,32
6,2,0.20000000000000001,0.23999999999999999,146,268,74.352494061757639,-0.027356786272159039,0.0011929896984283509,primary,random_pauli,32
6,2,0.20000000000000001,0.25,146,278,120.51068883610448,-0.015472789560110171,0.0019336003740851317,primary,random_pauli,32
6,2,0.20000000000000001,0.26000000000000001,146,285,177.90498812351544,-0.027926405455021491,0.0028544949407357492,primary,random_pauli,32
6,2,0.20000000000000001,0.27000000000000002,146,265,225.15558194774354,-0.03525217177171603,0.0036126332169058202,primary,random_pauli,32
6,2,0.20000000000000001,0.28000000000000003,146,249,276.32494061757728,-0.030192461580635797,0.0044336482822188023,primary,random_pauli,32
6,2,0.20000000000000001,0.29999999999999999,146,233,404.01425178147247,-0.025791445342332048,0.0064824300311055478,primary,random_pauli,32
6,2,0.20000000000000001,0.34000000000000002,146,149,506.38764845605721,-0.025280465603243367,0.0081250165934938449,primary,random_pauli,32
6,2,0.22,0.23999999999999999,232,268,29.537292161520156,-0.0070510597265053864,0.00047392741444413934,primary,random_pauli,32
6,2,0.22,0.25,232,278,68.938717339667448,0.0059870259450248335,0.0011061253646821249,primary,random_pauli,32
6,2,0.22,0.26000000000000001,232,285,125.64370546318295,-0.018058351773625896,0.0020159598972623871,primary,random_pauli,32
6,2,0.22,0.27000000000000002,232,265,182.54156769596213,-0.030288035353277371,0.0029288891051235345,primary,random_pauli,32
6,2,0.22,0.28000000000000003,232,249,246.98907363420446,-0.024369111168243505,0.0039629527454079043,primary,random_pauli,32
6,2,0.22,0.29999999999999999,232,233,410.87695961995229,-0.020323678473461889,0.0065925425412229578,primary,random_pauli,32
6,2,0.22,0.34000000000000002,232,149,591.18669833729234,-0.021550124400815149,0.0094856218323819668,primary,random_pauli,32
6,2,0.23999999999999999,0.25,268,278,8.8484560570071409,0.032063197288085238,0.00014197394527529214,primary,random_pauli,32
6,2,0.23999999999999999,0.26000000000000001,268,285,36.285035629453752,-0.029065643820746393,0.00058219531515767294,primary,random_pauli,32
6,2,0.23999999999999999,0.27000000000000002,268,265,75.912114014251912,-0.045779352437792006,0.0012180138830272366,primary,random_pauli,32
6,2,0.23999999999999999,0.28000000000000003,268,249,126.80665083135415,-0.033028136889112554,0.0020346194171826041,primary,random_pauli,32
6,2,0.23999999999999999,0.29999999999999999,268,233,266.98147268408547,-0.024747884722447388,0.0042837318452127642,primary,random_pauli,32
6,2,0.23999999999999999,0.34000000000000002,268,149,474.2517814726844,-0.024449937335677102,0.0076093949086397513,primary,random_pauli,32
6,2,0.25,0.26000000000000001,278,285,9.4097387173396854,-0.090194484929578017,0.0001509797552367846,primary,random_pauli,32
6,2,0.25,0.27000000000000002,278,265,34.997624703087943,-0.084700627300730635,0.00056153873877540922,primary,random_pauli,32
6,2,0.25,0.28000000000000003,278,249,73.990261282660455,-0.054725248281511818,0.0011871776543355586,primary,random_pauli,32
6,2,0.25,0.29999999999999999,278,233,192.32185273159141,-0.036110101124553921,0.0030858142956290118,primary,random_pauli,32
